	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_pr[4,102]	-0.975	0.00625	0.368	-1.61	-1.01	-0.174	3470.0	0.215	1.0
theta_pr[4,103]	-1.01	0.0121	0.953	-2.52	-1.22	1.12	6201.0	0.384	1.0
theta_pr[4,104]	0.812	0.00385	0.354	0.109	0.803	1.5	8421.0	0.522	1.0
theta_pr[4,105]	-0.762	0.0115	0.825	-1.95	-0.988	1.05	5193.0	0.322	1.0
theta_pr[4,106]	0.237	0.00573	0.343	-0.448	0.229	0.904	3577.0	0.222	1.0
theta_pr[4,107]	-0.225	0.00542	0.293	-0.816	-0.232	0.352	2922.0	0.181	1.0
theta_pr[4,108]	0.253	0.00508	0.317	-0.39	0.246	0.864	3887.0	0.241	1.0
theta_pr[4,109]	-0.74	0.00533	0.304	-1.32	-0.751	-0.14	3256.0	0.202	1.0
theta_pr[4,110]	-0.18	0.00474	0.324	-0.812	-0.196	0.481	4661.0	0.289	1.0
theta_pr[4,111]	1.82	0.00628	0.633	0.513	1.82	3.02	10134.0	0.628	1.0
theta_pr[4,112]	0.169	0.00528	0.275	-0.384	0.162	0.703	2718.0	0.168	1.0
theta_pr[4,113]	-0.942	0.00891	0.721	-2.12	-1.06	0.774	6546.0	0.406	1.0
theta_pr[4,114]	0.669	0.00422	0.31	0.0403	0.665	1.26	5373.0	0.333	1.0
theta_pr[4,115]	0.536	0.00413	0.335	-0.145	0.532	1.17	6577.0	0.408	1.0
theta_pr[4,116]	0.518	0.00446	0.324	-0.132	0.509	1.14	5267.0	0.326	1.0
theta_pr[4,117]	2.4	0.00609	0.614	1.13	2.4	3.56	10190.0	0.631	1.0
theta_pr[4,118]	0.187	0.00624	0.536	-0.767	0.157	1.25	7392.0	0.458	1.0
theta_pr[4,119]	0.915	0.00527	0.567	-0.135	0.887	2.06	11571.0	0.717	1.0
theta_pr[4,120]	0.342	0.0039	0.318	-0.264	0.324	0.995	6666.0	0.413	1.0
theta_pr[4,121]	-0.291	0.00699	0.353	-1.01	-0.295	0.379	2547.0	0.158	1.0
theta_pr[4,122]	-0.288	0.0248	1.32	-2.35	-0.286	2.09	2813.0	0.174	1.0
theta_pr[4,123]	-1.19	0.0254	1.32	-3.29	-1.37	1.42	2719.0	0.168	1.0
theta_pr[4,124]	0.0529	0.00485	0.363	-0.636	0.0333	0.788	5606.0	0.347	1.0
theta_pr[4,125]	-1.24	0.0206	1.1	-2.8	-1.56	1.34	2853.0	0.177	1.0
theta_pr[4,126]	-0.106	0.00493	0.394	-0.859	-0.125	0.682	6387.0	0.396	1.0
theta_pr[4,127]	0.141	0.00529	0.32	-0.5	0.135	0.76	3650.0	0.226	1.0
theta_pr[4,128]	0.124	0.0047	0.277	-0.43	0.121	0.661	3482.0	0.216	1.0
theta_pr[4,129]	0.0573	0.00572	0.51	-0.786	-0.021	1.17	7954.0	0.493	1.0
theta_pr[4,130]	-0.749	0.0068	0.496	-1.54	-0.832	0.464	5315.0	0.329	1.0
theta_pr[4,131]	-0.378	0.00536	0.281	-0.943	-0.383	0.158	2741.0	0.17	1.0
theta_pr[4,132]	0.365	0.00614	0.66	-0.874	0.329	1.68	11569.0	0.717	1.0
theta_pr[4,133]	0.595	0.00966	0.688	-1.05	0.645	1.79	5067.0	0.314	1.0
theta_pr[4,134]	0.914	0.00529	0.487	-0.024	0.891	1.88	8479.0	0.525	1.0
theta_pr[4,135]	-0.531	0.00775	0.908	-2.35	-0.561	1.28	13712.0	0.85	1.0
theta_pr[4,136]	0.621	0.00658	0.635	-0.649	0.612	1.85	9316.0	0.577	1.0
theta_pr[4,137]	0.156	0.00867	0.725	-1.25	0.17	1.52	6985.0	0.433	1.0
theta_pr[4,138]	0.616	0.00797	0.72	-0.946	0.636	1.92	8156.0	0.505	1.0
theta_pr[4,139]	-0.391	0.00566	0.468	-1.22	-0.439	0.585	6828.0	0.423	1.0
theta_pr[4,140]	0.129	0.00555	0.464	-0.622	0.0503	1.21	7010.0	0.434	1.0
theta_pr[4,141]	1.62	0.00677	0.653	0.203	1.62	2.83	9287.0	0.576	1.0
theta_pr[4,142]	-0.511	0.00527	0.276	-1.06	-0.518	0.0216	2735.0	0.17	1.0
theta_pr[4,143]	-0.883	0.00661	0.563	-1.86	-0.949	0.277	7249.0	0.449	1.0
theta_pr[4,144]	-1.04	0.00623	0.446	-1.86	-1.07	-0.0823	5124.0	0.318	1.0
theta_pr[4,145]	-1.03	0.0113	0.856	-2.44	-1.18	0.75	5770.0	0.358	1.0
sigma[1]	0.773	0.0012	0.0792	0.626	0.768	0.937	4363.0	0.27	1.0
sigma[2]	0.243	0.00027	0.0172	0.211	0.242	0.277	4054.0	0.251	1.0
sigma[3]	0.214	0.000256	0.0145	0.185	0.213	0.242	3223.0	0.2	1.0
sigma[4]	0.663	0.00224	0.0676	0.529	0.662	0.795	909.0	0.0563	1.0
L[1,1]	1.0		8.24e-14	1.0	1.0	1.0			
L[1,2]	0.0		0.0	0.0	0.0	0.0			
L[1,3]	0.0		0.0	0.0	0.0	0.0			
L[1,4]	0.0		0.0	0.0	0.0	0.0			
L[1,5]	0.0		0.0	0.0	0.0	0.0			
L[1,6]	0.0		0.0	0.0	0.0	0.0			
L[2,1]	-0.000256	0.000928	0.141	-0.29	-0.000709	0.264	23082.0	1.43	1.0
L[2,2]	0.99	0.000168	0.0139	0.946	0.995	1.0	6839.0	0.424	1.0
L[2,3]	0.0		0.0	0.0	0.0	0.0			
L[2,4]	0.0		0.0	0.0	0.0	0.0			
L[2,5]	0.0		0.0	0.0	0.0	0.0			
L[2,6]	0.0		0.0	0.0	0.0	0.0			
L[3,1]	0.0763	0.00155	0.0908	-0.115	0.0778	0.242	3446.0	0.214	1.0
L[3,2]	0.0283	0.0014	0.0858	-0.146	0.0279	0.188	3777.0	0.234	1.0
L[3,3]	0.989	0.00015	0.0104	0.959	0.992	1.0	4839.0	0.3	1.0
L[3,4]	0.0		0.0	0.0	0.0	0.0			
L[3,5]	0.0		0.0	0.0	0.0	0.0			
L[3,6]	0.0		0.0	0.0	0.0	0.0			
L[4,1]	-0.026	0.00134	0.0727	-0.176	-0.0259	0.111	2958.0	0.183	1.0
L[4,2]	0.0126	0.00134	0.0726	-0.138	0.0122	0.149	2912.0	0.18	1.0
L[4,3]	-0.266	0.00264	0.0875	-0.434	-0.27	-0.0928	1103.0	0.0684	1.01
L[4,4]	0.954	0.000692	0.0247	0.895	0.957	0.991	1277.0	0.0792	1.01
L[4,5]	0.0		0.0	0.0	0.0	0.0			
L[4,6]	0.0		0.0	0.0	0.0	0.0			
L[5,1]	0.0899	0.0014	0.072	-0.0592	0.0897	0.225	2647.0	0.164	1.0
L[5,2]	-0.0278	0.00146	0.0714	-0.174	-0.0271	0.106	2404.0	0.149	1.0
L[5,3]	0.133	0.00318	0.0932	-0.0735	0.137	0.298	860.0	0.0533	1.0
L[5,4]	-0.114	0.00201	0.0812	-0.278	-0.115	0.0392	1627.0	0.101	1.0
L[5,5]	0.967	0.000379	0.0179	0.922	0.969	0.993	2234.0	0.138	1.0
L[5,6]	0.0		0.0	0.0	0.0	0.0			
L[6,1]	0.159	0.00191	0.0895	-0.0315	0.16	0.322	2188.0	0.136	1.0
L[6,2]	-0.089	0.0015	0.081	-0.256	-0.0896	0.0631	2918.0	0.181	1.0
L[6,3]	-0.372	0.0025	0.0907	-0.55	-0.375	-0.193	1322.0	0.0819	1.0
L[6,4]	-0.0026	0.00206	0.0936	-0.191	-0.00446	0.176	2067.0	0.128	1.0
L[6,5]	0.316	0.00152	0.0851	0.13	0.32	0.468	3118.0	0.193	1.0
L[6,6]	0.829	0.00127	0.0503	0.719	0.832	0.917	1562.0	0.0968	1.0
b1[1]	19.9	0.047	5.05	11.2	19.4	30.4	11559.0	0.716	1.0
b1[2]	5.42	0.00608	0.812	3.93	5.36	7.08	17856.0	1.11	1.0
b1[3]	13.3	0.0534	4.68	6.8	12.3	24.0	7677.0	0.476	1.0
b1[4]	7.18	0.103	6.27	0.75	4.87	22.2	3737.0	0.232	1.0
b1[5]	27.0	0.0496	5.04	17.7	26.6	37.4	10352.0	0.642	1.0
b1[6]	9.25	0.0343	2.98	5.29	8.62	16.5	7573.0	0.469	1.0
b1[7]	21.5	0.0359	4.43	13.9	21.1	31.0	15198.0	0.942	1.0
b1[8]	11.6	0.0378	3.47	6.8	10.9	19.8	8423.0	0.522	1.0
b1[9]	5.72	0.0688	4.08	2.47	4.3	17.4	3517.0	0.218	1.0
b1[10]	12.3	0.0525	4.49	6.19	11.4	23.1	7287.0	0.452	1.0
b1[11]	18.8	0.0469	4.84	10.9	18.3	29.3	10635.0	0.659	1.0
b1[12]	9.67	0.0964	6.78	1.46	8.1	24.9	4947.0	0.307	1.0
b1[13]	5.53	0.11	6.34	-1.8	3.24	21.1	3340.0	0.207	1.0
b1[14]	13.2	0.0765	6.03	5.07	12.0	26.7	6220.0	0.385	1.0
b1[15]	5.18	0.0947	5.22	1.5	2.83	19.6	3046.0	0.189	1.0
b1[16]	23.4	0.0392	4.72	15.1	23.0	33.2	14554.0	0.902	1.0
b1[17]	13.9	0.0732	6.03	4.48	13.1	26.8	6786.0	0.421	1.0
b1[18]	12.1	0.107	7.07	2.28	11.1	27.0	4379.0	0.271	1.0
b1[19]	19.0	0.0392	4.35	11.7	18.4	28.4	12337.0	0.765	1.0
b1[20]	6.09	0.0174	1.36	4.19	5.88	9.01	6118.0	0.379	1.0
b1[21]	2.21	0.0777	3.09	0.493	1.51	10.6	1578.0	0.0978	1.0
b1[22]	12.0	0.0206	2.29	8.12	11.7	16.9	12412.0	0.769	1.0
b1[23]	19.5	0.0457	5.08	11.1	18.8	30.4	12327.0	0.764	1.0
b1[24]	15.7	0.0397	4.05	9.18	15.2	24.7	10393.0	0.644	1.0
b1[25]	19.6	0.0472	5.06	10.8	19.1	30.2	11502.0	0.713	1.0
b1[26]	18.5	0.0572	5.78	9.02	17.8	30.8	10195.0	0.632	1.0
b1[27]	6.35	0.0414	2.92	3.27	5.54	13.9	4992.0	0.309	1.0
b1[28]	8.51	0.0789	5.87	2.2	6.51	22.6	5535.0	0.343	1.0
b1[29]	21.1	0.0439	4.95	12.3	20.7	31.5	12722.0	0.788	1.0
b1[30]	5.15	0.0998	5.83	0.775	2.41	21.1	3419.0	0.212	1.0
b1[31]	6.74	0.106	6.43	0.273	4.35	22.4	3678.0	0.228	1.0
b1[32]	4.01	0.106	6.59	-6.08	2.29	19.6	3857.0	0.239	1.0
b1[33]	4.91	0.0155	1.27	3.15	4.73	7.58	6698.0	0.415	1.0
b1[34]	12.4	0.0177	2.32	8.45	12.1	17.3	17133.0	1.06	1.0
b1[35]	11.7	0.12	7.51	1.91	10.4	27.5	3932.0	0.244	1.0
b1[36]	26.0	0.0409	4.73	17.6	25.6	35.7	13359.0	0.828	1.0
b1[37]	24.4	0.0416	4.76	16.0	24.1	34.4	13128.0	0.814	1.0
b1[38]	5.42	0.104	6.1	-2.8	3.67	20.0	3411.0	0.211	1.0
b1[39]	3.87	0.0114	1.04	2.17	3.78	5.9	8178.0	0.507	1.0
b1[40]	5.08	0.0946	5.43	1.02	2.72	20.5	3299.0	0.204	1.0
b1[41]	11.6	0.052	4.57	5.53	10.5	22.6	7725.0	0.479	1.0
b1[42]	6.01	0.165	7.82	-0.504	1.85	25.4	2257.0	0.14	1.0
b1[43]	17.4	0.0422	4.46	10.1	16.8	27.1	11172.0	0.692	1.0
b1[44]	14.7	0.0337	3.62	8.98	14.2	22.8	11534.0	0.715	1.0
b1[45]	9.89	0.0213	2.2	6.43	9.57	14.8	10704.0	0.663	1.0
b1[46]	3.93	0.133	5.43	0.765	1.81	20.7	1679.0	0.104	1.0
b1[47]	11.0	0.112	7.48	1.16	9.88	26.9	4452.0	0.276	1.0
b1[48]	2.42	0.0975	3.25	0.598	1.68	11.4	1113.0	0.0689	1.0
b1[49]	17.2	0.0434	4.5	9.94	16.6	26.9	10777.0	0.668	1.0
b1[50]	11.5	0.0189	2.3	7.72	11.2	16.5	14799.0	0.917	1.0
b1[51]	8.69	0.142	7.52	0.823	6.16	25.8	2800.0	0.174	1.0
b1[52]	13.7	0.2	9.55	-1.26	13.9	31.6	2279.0	0.141	1.0
b1[53]	6.77	0.0482	3.16	3.43	5.87	15.5	4310.0	0.267	1.0
b1[54]	13.8	0.0574	5.4	5.79	12.9	25.8	8862.0	0.549	1.0
b1[55]	10.1	0.0338	3.02	6.16	9.36	17.4	7991.0	0.495	1.0
b1[56]	8.7	0.0242	1.89	5.94	8.41	12.7	6083.0	0.377	1.0
b1[57]	21.9	0.0571	5.63	12.0	21.5	33.7	9723.0	0.603	1.0
b1[58]	17.0	0.0747	6.2	6.81	16.3	30.0	6893.0	0.427	1.0
b1[59]	7.57	0.0852	5.64	2.16	5.37	22.0	4377.0	0.271	1.0
b1[60]	8.32	0.0866	5.97	0.548	6.95	22.0	4758.0	0.295	1.0
b1[61]	8.06	0.18	8.21	0.506	4.17	26.8	2087.0	0.129	1.0
b1[62]	11.5	0.0651	5.16	5.0	10.2	23.8	6263.0	0.388	1.0
b1[63]	6.08	0.126	6.63	0.911	2.74	23.1	2793.0	0.173	1.0
b1[64]	9.82	0.158	8.39	0.469	7.83	27.7	2816.0	0.175	1.0
b1[65]	22.8	0.0442	4.99	13.9	22.5	33.2	12737.0	0.789	1.0
b1[66]	15.2	0.0807	6.4	4.55	14.6	28.5	6286.0	0.39	1.0
b1[67]	16.4	0.0302	3.4	10.8	15.9	24.0	12690.0	0.786	1.0
b1[68]	11.5	0.158	8.6	0.371	10.6	28.9	2961.0	0.184	1.0
b1[69]	6.06	0.0671	3.98	2.57	4.66	17.2	3511.0	0.218	1.0
b1[70]	6.03	0.0914	6.31	-4.45	5.08	19.9	4776.0	0.296	1.0
b1[71]	8.27	0.136	7.66	0.245	5.68	25.5	3183.0	0.197	1.0
b1[72]	7.55	0.164	8.06	0.383	3.52	26.4	2413.0	0.15	1.0
b1[73]	4.23	0.162	6.83	-0.161	1.21	23.9	1767.0	0.109	1.0
b1[74]	9.47	0.14	7.74	1.13	7.07	26.3	3075.0	0.191	1.0
b1[75]	19.0	0.0522	5.33	9.79	18.5	30.1	10459.0	0.648	1.0
b1[76]	15.9	0.0707	5.83	6.39	15.2	28.4	6798.0	0.421	1.0
b1[77]	13.7	0.0657	5.42	5.66	12.8	25.8	6801.0	0.422	1.0
b1[78]	20.6	0.0421	4.55	12.9	20.1	30.3	11688.0	0.724	1.0
b1[79]	25.5	0.0377	4.77	16.8	25.2	35.1	16039.0	0.994	1.0
b1[80]	18.1	0.0524	5.29	9.1	17.6	29.2	10193.0	0.632	1.0
b1[81]	6.13	0.114	6.59	0.911	2.83	23.0	3314.0	0.205	1.0
b1[82]	17.6	0.0254	3.2	12.1	17.3	24.4	15953.0	0.989	1.0
b1[83]	14.0	0.0968	6.93	2.97	13.2	28.3	5122.0	0.317	1.0
b1[84]	11.4	0.0556	4.69	5.14	10.3	22.5	7119.0	0.441	1.0
b1[85]	8.41	0.0906	6.3	0.69	6.95	22.7	4834.0	0.3	1.0
b1[86]	11.6	0.0685	5.49	4.25	10.4	24.1	6440.0	0.399	1.0
b1[87]	7.71	0.0867	5.56	2.24	5.58	22.2	4116.0	0.255	1.0
b1[88]	13.8	0.0255	2.89	8.93	13.5	20.1	12880.0	0.798	1.0
b1[89]	5.13	0.116	5.32	1.75	2.7	20.4	2115.0	0.131	1.0
b1[90]	9.22	0.178	8.59	0.373	6.54	27.8	2333.0	0.145	1.0
b1[91]	9.15	0.0277	2.39	5.78	8.71	14.7	7426.0	0.46	1.0
b1[92]	10.3	0.126	7.78	1.11	8.73	26.8	3794.0	0.235	1.0
b1[93]	22.2	0.0529	5.45	12.4	21.7	33.3	10585.0	0.656	1.0
b1[94]	9.75	0.0925	6.43	1.74	8.23	24.3	4826.0	0.299	1.0
b1[95]	4.0	0.11	6.37	-6.29	2.65	18.5	3348.0	0.207	1.0
b1[96]	15.2	0.0601	5.36	6.82	14.4	26.9	7957.0	0.493	1.0
b1[97]	15.4	0.0648	5.79	5.94	14.8	27.7	7962.0	0.493	1.0
b1[98]	15.0	0.0252	2.99	9.85	14.6	21.5	14055.0	0.871	1.0
b1[99]	3.8	0.00886	0.943	2.27	3.69	5.72	11317.0	0.701	1.0
b1[100]	6.41	0.115	6.74	-1.48	4.21	22.2	3415.0	0.212	1.0
b1[101]	19.0	0.0675	5.88	8.62	18.6	31.1	7602.0	0.471	1.0
b1[102]	14.5	0.0917	6.58	4.07	13.8	28.1	5143.0	0.319	1.0
b1[103]	6.6	0.124	6.62	0.154	3.94	22.6	2855.0	0.177	1.0
b1[104]	15.4	0.0334	3.69	9.61	14.8	23.6	12218.0	0.757	1.0
b1[105]	8.7	0.136	7.62	1.14	5.71	26.1	3152.0	0.195	1.0
b1[106]	24.9	0.0501	5.4	15.3	24.5	36.1	11595.0	0.719	1.0
b1[107]	16.3	0.0573	5.39	7.57	15.6	27.7	8849.0	0.548	1.0
b1[108]	16.3	0.0361	3.98	10.0	15.7	25.2	12166.0	0.754	1.0
b1[109]	15.4	0.0722	6.08	5.68	14.7	28.3	7081.0	0.439	1.0
b1[110]	14.3	0.0681	5.61	5.9	13.4	26.7	6771.0	0.42	1.0
b1[111]	3.81	0.0061	0.776	2.44	3.75	5.4	16174.0	1.0	1.0
b1[112]	20.8	0.0458	5.02	12.2	20.3	31.3	12048.0	0.747	1.0
b1[113]	9.77	0.124	7.5	0.646	8.2	26.2	3637.0	0.225	1.0
b1[114]	18.3	0.0278	3.58	12.0	17.9	25.9	16525.0	1.02	1.0
b1[115]	9.81	0.0184	1.94	6.67	9.55	14.0	11088.0	0.687	1.0
b1[116]	16.1	0.0379	4.26	9.4	15.5	25.6	12602.0	0.781	1.0
b1[117]	3.04	0.00397	0.481	2.23	3.0	4.06	14708.0	0.911	1.0
b1[118]	8.13	0.0611	3.84	4.06	6.98	18.4	3959.0	0.245	1.0
b1[119]	6.93	0.0232	2.06	4.06	6.54	11.7	7853.0	0.487	1.0
b1[120]	14.4	0.0474	4.61	7.34	13.6	24.8	9458.0	0.586	1.0
b1[121]	18.8	0.0566	5.72	8.9	18.3	30.8	10221.0	0.633	1.0
b1[122]	5.7	0.176	7.49	0.603	1.7	25.2	1801.0	0.112	1.0
b1[123]	6.1	0.231	9.11	-0.74	0.834	28.7	1558.0	0.0965	1.0
b1[124]	12.7	0.0542	4.49	6.6	11.6	23.3	6880.0	0.426	1.0
b1[125]	11.0	0.238	9.83	0.214	9.27	30.6	1699.0	0.105	1.0
b1[126]	9.4	0.0374	2.99	5.49	8.73	16.7	6391.0	0.396	1.0
b1[127]	18.4	0.0458	4.85	10.4	17.8	28.8	11231.0	0.696	1.0
b1[128]	17.8	0.0447	4.79	9.95	17.2	28.2	11487.0	0.712	1.0
b1[129]	9.99	0.0659	5.05	4.06	8.52	22.4	5877.0	0.364	1.0
b1[130]	11.7	0.109	7.12	1.96	10.6	26.8	4276.0	0.265	1.0
b1[131]	18.8	0.0557	5.33	9.87	18.2	30.1	9168.0	0.568	1.0
b1[132]	5.11	0.0219	1.77	2.89	4.72	9.15	6567.0	0.407	1.0
b1[133]	3.81	0.0598	2.09	2.19	3.37	8.03	1227.0	0.076	1.0
b1[134]	7.05	0.0168	1.72	4.38	6.8	10.9	10459.0	0.648	1.0
b1[135]	5.59	0.109	6.26	-3.23	3.99	20.1	3276.0	0.203	1.0
b1[136]	5.61	0.0256	1.91	3.32	5.18	10.2	5586.0	0.346	1.0
b1[137]	4.66	0.0652	3.24	2.16	3.64	14.1	2473.0	0.153	1.0
b1[138]	3.92	0.0255	1.44	2.25	3.65	6.95	3172.0	0.197	1.0
b1[139]	10.5	0.0651	5.1	4.29	9.13	22.8	6138.0	0.38	1.0
b1[140]	13.4	0.0604	5.25	5.99	12.5	25.4	7577.0	0.47	1.0
b1[141]	3.1	0.0148	0.808	2.09	3.02	4.28	2962.0	0.184	1.0
b1[142]	16.9	0.0689	5.9	6.94	16.4	29.3	7329.0	0.454	1.0
b1[143]	7.9	0.081	5.2	2.58	6.08	21.4	4118.0	0.255	1.0
b1[144]	13.3	0.109	7.27	2.1	12.6	28.3	4474.0	0.277	1.0
b1[145]	7.16	0.126	6.92	0.84	4.07	24.5	2996.0	0.186	1.0
b3[1]	1.71	0.00211	0.349	1.02	1.7	2.39	27527.0	1.71	1.0
b3[2]	1.48	0.00185	0.296	0.888	1.47	2.06	25687.0	1.59	1.0
b3[3]	0.681	0.00153	0.253	0.171	0.677	1.17	27336.0	1.69	1.0
b3[4]	3.49	0.00299	0.464	2.62	3.47	4.43	24030.0	1.49	1.0
b3[5]	1.69	0.00266	0.4	0.907	1.68	2.47	22480.0	1.39	1.0
b3[6]	-0.142	0.00182	0.308	-0.776	-0.142	0.438	28620.0	1.77	1.0
b3[7]	0.531	0.00207	0.358	-0.184	0.525	1.22	29797.0	1.85	1.0
b3[8]	0.721	0.00171	0.29	0.136	0.72	1.28	28835.0	1.79	1.0
b3[9]	1.43	0.00189	0.268	0.896	1.43	1.95	20097.0	1.25	1.0
b3[10]	1.07	0.0017	0.293	0.487	1.06	1.63	29705.0	1.84	1.0
b3[11]	0.2	0.00173	0.292	-0.397	0.199	0.746	28353.0	1.76	1.0
b3[12]	1.47	0.00154	0.237	0.996	1.46	1.93	23670.0	1.47	1.0
b3[13]	3.7	0.00346	0.522	2.74	3.66	4.76	22767.0	1.41	1.0
b3[14]	-0.209	0.00153	0.241	-0.703	-0.207	0.245	24648.0	1.53	1.0
b3[15]	1.19	0.00168	0.236	0.713	1.18	1.64	19740.0	1.22	1.0
b3[16]	0.205	0.00243	0.388	-0.593	0.2	0.945	25455.0	1.58	1.0
b3[17]	0.29	0.00149	0.229	-0.182	0.286	0.722	23506.0	1.46	1.0
b3[18]	0.741	0.0015	0.211	0.32	0.737	1.14	19777.0	1.23	1.0
b3[19]	1.72	0.00248	0.383	0.972	1.71	2.47	23905.0	1.48	1.0
b3[20]	1.1	0.00195	0.296	0.517	1.09	1.67	23108.0	1.43	1.0
b3[21]	3.45	0.00313	0.481	2.56	3.42	4.4	23663.0	1.47	1.0
b3[22]	2.77	0.00361	0.487	1.83	2.76	3.73	18199.0	1.13	1.0
b3[23]	1.67	0.00228	0.378	0.934	1.66	2.42	27548.0	1.71	1.0
b3[24]	0.204	0.00212	0.314	-0.451	0.207	0.788	21932.0	1.36	1.0
b3[25]	1.21	0.00194	0.311	0.598	1.21	1.81	25731.0	1.59	1.0
b3[26]	0.32	0.00186	0.286	-0.259	0.318	0.862	23731.0	1.47	1.0
b3[27]	1.81	0.0018	0.302	1.22	1.8	2.4	28132.0	1.74	1.0
b3[28]	1.39	0.00158	0.253	0.886	1.38	1.89	25609.0	1.59	1.0
b3[29]	1.63	0.00232	0.38	0.892	1.63	2.36	26731.0	1.66	1.0
b3[30]	2.66	0.00199	0.347	2.0	2.65	3.36	30600.0	1.9	1.0
b3[31]	3.0	0.00253	0.406	2.23	2.98	3.82	25699.0	1.59	1.0
b3[32]	4.05	0.00414	0.609	2.95	4.0	5.31	21607.0	1.34	1.0
b3[33]	1.39	0.00182	0.278	0.833	1.38	1.92	23369.0	1.45	1.0
b3[34]	1.59	0.00265	0.393	0.82	1.58	2.36	21960.0	1.36	1.0
b3[35]	-0.524	0.00149	0.203	-0.947	-0.522	-0.151	18591.0	1.15	1.0
b3[36]	1.4	0.00293	0.445	0.533	1.39	2.29	23165.0	1.44	1.0
b3[37]	1.67	0.00274	0.43	0.833	1.66	2.52	24596.0	1.52	1.0
b3[38]	4.02	0.00411	0.584	2.96	3.98	5.21	20221.0	1.25	1.0
b3[39]	4.8	0.00505	0.625	3.63	4.76	6.07	15285.0	0.947	1.0
b3[40]	2.22	0.00182	0.302	1.63	2.21	2.81	27761.0	1.72	1.0
b3[41]	1.49	0.00179	0.308	0.88	1.49	2.09	29672.0	1.84	1.0
b3[42]	3.02	0.00238	0.405	2.26	3.0	3.84	28893.0	1.79	1.0
b3[43]	0.365	0.00176	0.289	-0.219	0.362	0.91	27055.0	1.68	1.0
b3[44]	1.5	0.00212	0.328	0.849	1.5	2.14	23940.0	1.48	1.0
b3[45]	2.35	0.00274	0.404	1.56	2.32	3.14	21799.0	1.35	1.0
b3[46]	1.8	0.00145	0.262	1.28	1.79	2.31	32852.0	2.04	1.0
b3[47]	1.01	0.00141	0.21	0.588	1.01	1.42	22006.0	1.36	1.0
b3[48]	2.72	0.0022	0.353	2.05	2.71	3.4	25762.0	1.6	1.0
b3[49]	0.301	0.0018	0.3	-0.31	0.3	0.867	27604.0	1.71	1.0
b3[50]	0.941	0.00226	0.369	0.219	0.933	1.65	26564.0	1.65	1.0
b3[51]	1.27	0.00148	0.226	0.822	1.27	1.71	23378.0	1.45	1.0
b3[52]	-1.56	0.00179	0.235	-2.07	-1.56	-1.14	17234.0	1.07	1.0
b3[53]	1.23	0.00177	0.276	0.681	1.23	1.77	24468.0	1.52	1.0
b3[54]	1.96	0.00192	0.322	1.33	1.95	2.59	28295.0	1.75	1.0
b3[55]	1.83	0.00227	0.356	1.12	1.82	2.52	24481.0	1.52	1.0
b3[56]	1.15	0.00217	0.315	0.51	1.14	1.76	21098.0	1.31	1.0
b3[57]	0.965	0.00203	0.316	0.322	0.959	1.58	24203.0	1.5	1.0
b3[58]	0.524	0.00157	0.235	0.0453	0.522	0.969	22424.0	1.39	1.0
b3[59]	0.979	0.00135	0.23	0.52	0.976	1.43	28793.0	1.78	1.0
b3[60]	2.25	0.00195	0.308	1.65	2.23	2.86	25054.0	1.55	1.0
b3[61]	1.21	0.00152	0.217	0.783	1.21	1.63	20494.0	1.27	1.0
b3[62]	0.515	0.00144	0.247	0.0174	0.514	0.989	29470.0	1.83	1.0
b3[63]	1.17	0.00143	0.226	0.71	1.16	1.6	25032.0	1.55	1.0
b3[64]	0.413	0.00143	0.191	0.0287	0.411	0.776	17680.0	1.1	1.0
b3[65]	1.42	0.00219	0.342	0.75	1.41	2.08	24525.0	1.52	1.0
b3[66]	0.0997	0.00147	0.212	-0.331	0.0982	0.499	20769.0	1.29	1.0
b3[67]	1.41	0.00252	0.374	0.656	1.4	2.13	21960.0	1.36	1.0
b3[68]	0.339	0.00146	0.187	-0.0402	0.337	0.696	16306.0	1.01	1.0
b3[69]	2.35	0.00191	0.319	1.73	2.34	2.99	27682.0	1.72	1.0
b3[70]	4.06	0.0042	0.61	2.95	4.02	5.3	21060.0	1.31	1.0
b3[71]	1.45	0.00151	0.227	0.995	1.44	1.88	22732.0	1.41	1.0
b3[72]	0.874	0.00147	0.201	0.473	0.872	1.26	18723.0	1.16	1.0
b3[73]	2.01	0.00167	0.279	1.47	2.0	2.56	28037.0	1.74	1.0
b3[74]	0.433	0.00145	0.194	0.0392	0.43	0.804	18061.0	1.12	1.0
b3[75]	0.787	0.0017	0.257	0.273	0.783	1.28	22886.0	1.42	1.0
b3[76]	1.49	0.00165	0.271	0.957	1.49	2.02	26952.0	1.67	1.0
b3[77]	0.605	0.00148	0.243	0.118	0.601	1.07	27011.0	1.67	1.0
b3[78]	1.9	0.0029	0.405	1.11	1.88	2.7	19529.0	1.21	1.0
b3[79]	0.299	0.00206	0.35	-0.398	0.297	0.965	28690.0	1.78	1.0
b3[80]	0.742	0.00151	0.254	0.232	0.736	1.23	28376.0	1.76	1.0
b3[81]	1.23	0.00144	0.226	0.785	1.23	1.67	24683.0	1.53	1.0
b3[82]	0.257	0.00192	0.324	-0.427	0.253	0.867	28564.0	1.77	1.0
b3[83]	0.471	0.00152	0.205	0.0609	0.469	0.863	18275.0	1.13	1.0
b3[84]	1.03	0.0015	0.266	0.505	1.02	1.54	31695.0	1.96	1.0
