	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr2[3,77]	0.249	0.00612	0.681	-0.944	0.177	1.69	12394.0	0.474	1.0
theta_c_pr2[3,78]	1.2	0.00606	0.659	-0.00444	1.15	2.55	11818.0	0.452	1.0
theta_c_pr2[3,79]	-0.176	0.00671	0.667	-1.25	-0.275	1.29	9873.0	0.377	1.0
theta_c_pr2[3,80]	0.217	0.00862	0.772	-1.05	0.128	1.86	8010.0	0.306	1.0
theta_c_pr2[3,81]	0.396	0.00697	0.698	-0.786	0.327	1.88	10032.0	0.383	1.0
theta_c_pr2[3,82]	-0.535	0.00849	0.736	-1.62	-0.692	1.18	7507.0	0.287	1.0
theta_c_pr2[4,1]	0.484	0.00875	0.369	-0.285	0.486	1.17	1775.0	0.0678	1.0
theta_c_pr2[4,2]	0.684	0.0183	1.1	-1.49	0.84	2.49	3584.0	0.137	1.0
theta_c_pr2[4,3]	0.0302	0.0125	0.413	-0.953	0.0471	0.773	1085.0	0.0415	1.01
theta_c_pr2[4,4]	0.899	0.00508	0.456	0.0324	0.884	1.8	8030.0	0.307	1.0
theta_c_pr2[4,5]	0.87	0.00504	0.31	0.238	0.865	1.45	3778.0	0.144	1.0
theta_c_pr2[4,6]	1.68	0.00618	0.374	0.956	1.67	2.42	3649.0	0.139	1.0
theta_c_pr2[4,7]	-1.04	0.00584	0.472	-1.89	-1.08	-0.0225	6548.0	0.25	1.0
theta_c_pr2[4,8]	-0.156	0.00411	0.275	-0.703	-0.166	0.412	4491.0	0.172	1.0
theta_c_pr2[4,9]	0.363	0.00519	0.252	-0.176	0.366	0.83	2354.0	0.09	1.0
theta_c_pr2[4,10]	-0.528	0.00808	0.691	-1.57	-0.679	1.07	7314.0	0.28	1.0
theta_c_pr2[4,11]	-1.62	0.0171	0.938	-2.86	-1.87	0.866	3026.0	0.116	1.0
theta_c_pr2[4,12]	-1.55	0.00951	0.661	-2.62	-1.65	0.00481	4827.0	0.185	1.0
theta_c_pr2[4,13]	0.65	0.00391	0.332	0.0364	0.629	1.32	7227.0	0.276	1.0
theta_c_pr2[4,14]	0.517	0.00426	0.289	-0.0644	0.511	1.09	4582.0	0.175	1.0
theta_c_pr2[4,15]	-0.959	0.00977	0.692	-1.89	-1.14	0.829	5019.0	0.192	1.0
theta_c_pr2[4,16]	-0.387	0.00432	0.31	-0.988	-0.408	0.264	5144.0	0.197	1.0
theta_c_pr2[4,17]	-0.157	0.00599	0.33	-0.859	-0.153	0.455	3035.0	0.116	1.0
theta_c_pr2[4,18]	0.53	0.00567	0.517	-0.403	0.505	1.56	8305.0	0.317	1.0
theta_c_pr2[4,19]	0.848	0.00543	0.426	0.0513	0.834	1.69	6155.0	0.235	1.0
theta_c_pr2[4,20]	0.0268	0.012	0.546	-1.09	0.0213	1.08	2063.0	0.0789	1.0
theta_c_pr2[4,21]	-0.401	0.00555	0.336	-1.1	-0.4	0.224	3662.0	0.14	1.0
theta_c_pr2[4,22]	-1.01	0.00804	0.598	-1.93	-1.13	0.389	5537.0	0.212	1.0
theta_c_pr2[4,23]	-1.65	0.00596	0.443	-2.53	-1.66	-0.739	5535.0	0.212	1.0
theta_c_pr2[4,24]	-1.75	0.012	0.769	-2.93	-1.89	0.176	4106.0	0.157	1.0
theta_c_pr2[4,25]	0.659	0.0053	0.335	-0.0281	0.657	1.3	3995.0	0.153	1.0
theta_c_pr2[4,26]	-0.762	0.00659	0.515	-1.55	-0.862	0.512	6104.0	0.233	1.0
theta_c_pr2[4,27]	0.398	0.00821	0.301	-0.233	0.399	0.973	1342.0	0.0513	1.0
theta_c_pr2[4,28]	-0.555	0.00465	0.322	-1.18	-0.569	0.105	4780.0	0.183	1.0
theta_c_pr2[4,29]	0.332	0.00395	0.303	-0.252	0.316	0.943	5877.0	0.225	1.0
theta_c_pr2[4,30]	-0.785	0.00495	0.397	-1.54	-0.813	0.0589	6416.0	0.245	1.0
theta_c_pr2[4,31]	-1.93	0.0181	0.999	-3.54	-2.12	0.35	3043.0	0.116	1.0
theta_c_pr2[4,32]	-1.18	0.00661	0.463	-1.99	-1.23	-0.126	4900.0	0.187	1.0
theta_c_pr2[4,33]	-0.175	0.00713	0.41	-0.922	-0.215	0.681	3307.0	0.126	1.0
theta_c_pr2[4,34]	-0.329	0.00542	0.323	-0.998	-0.335	0.282	3554.0	0.136	1.0
theta_c_pr2[4,35]	-0.306	0.00744	0.273	-0.882	-0.305	0.21	1345.0	0.0514	1.0
theta_c_pr2[4,36]	0.0111	0.0043	0.271	-0.534	0.00633	0.554	3982.0	0.152	1.0
theta_c_pr2[4,37]	0.296	0.00444	0.26	-0.247	0.293	0.795	3440.0	0.132	1.0
theta_c_pr2[4,38]	0.686	0.00661	0.347	-0.0307	0.685	1.34	2762.0	0.106	1.0
theta_c_pr2[4,39]	0.0816	0.00613	0.26	-0.49	0.0892	0.56	1801.0	0.0688	1.0
theta_c_pr2[4,40]	-0.986	0.0112	0.774	-2.07	-1.18	0.934	4815.0	0.184	1.0
theta_c_pr2[4,41]	0.488	0.0072	0.378	-0.207	0.463	1.25	2749.0	0.105	1.0
theta_c_pr2[4,42]	-0.409	0.00563	0.431	-1.2	-0.439	0.497	5864.0	0.224	1.0
theta_c_pr2[4,43]	0.824	0.00557	0.479	-0.132	0.815	1.74	7385.0	0.282	1.0
theta_c_pr2[4,44]	-0.198	0.00517	0.267	-0.757	-0.2	0.308	2667.0	0.102	1.0
theta_c_pr2[4,45]	-0.53	0.00491	0.405	-1.19	-0.595	0.417	6789.0	0.259	1.0
theta_c_pr2[4,46]	0.655	0.00366	0.284	0.0918	0.646	1.22	6012.0	0.23	1.0
theta_c_pr2[4,47]	-0.935	0.00508	0.289	-1.54	-0.937	-0.373	3231.0	0.123	1.0
theta_c_pr2[4,48]	0.38	0.00397	0.277	-0.175	0.371	0.933	4853.0	0.186	1.0
theta_c_pr2[4,49]	-0.0089	0.00614	0.402	-0.744	-0.0471	0.825	4283.0	0.164	1.0
theta_c_pr2[4,50]	-2.03	0.0142	0.829	-3.35	-2.18	0.0555	3389.0	0.13	1.0
theta_c_pr2[4,51]	-0.48	0.00948	0.503	-1.44	-0.498	0.521	2821.0	0.108	1.0
theta_c_pr2[4,52]	-0.582	0.00704	0.531	-1.53	-0.636	0.572	5698.0	0.218	1.0
theta_c_pr2[4,53]	1.14	0.00415	0.304	0.551	1.13	1.73	5370.0	0.205	1.0
theta_c_pr2[4,54]	1.74	0.0259	1.13	-1.43	1.94	3.34	1892.0	0.0723	1.0
theta_c_pr2[4,55]	-0.179	0.00428	0.337	-0.802	-0.209	0.548	6205.0	0.237	1.0
theta_c_pr2[4,56]	-0.648	0.00502	0.385	-1.28	-0.703	0.268	5897.0	0.225	1.0
theta_c_pr2[4,57]	0.953	0.00418	0.345	0.308	0.932	1.66	6820.0	0.261	1.0
theta_c_pr2[4,58]	-0.832	0.00797	0.563	-1.66	-0.969	0.561	5003.0	0.191	1.0
theta_c_pr2[4,59]	0.754	0.00423	0.239	0.269	0.752	1.21	3207.0	0.123	1.0
theta_c_pr2[4,60]	-0.394	0.00549	0.437	-1.13	-0.465	0.614	6351.0	0.243	1.0
theta_c_pr2[4,61]	0.568	0.00818	0.31	-0.0709	0.564	1.16	1439.0	0.055	1.0
theta_c_pr2[4,62]	-0.472	0.00496	0.385	-1.12	-0.523	0.457	6018.0	0.23	1.0
theta_c_pr2[4,63]	-0.0491	0.00476	0.414	-0.802	-0.087	0.838	7565.0	0.289	1.0
theta_c_pr2[4,64]	2.09	0.015	0.91	-0.739	2.17	3.52	3679.0	0.141	1.0
theta_c_pr2[4,65]	0.474	0.005	0.379	-0.242	0.456	1.23	5749.0	0.22	1.0
theta_c_pr2[4,66]	-1.33	0.0107	0.73	-2.47	-1.46	0.465	4664.0	0.178	1.0
theta_c_pr2[4,67]	0.991	0.00521	0.337	0.335	0.978	1.65	4173.0	0.16	1.0
theta_c_pr2[4,68]	0.637	0.0075	0.481	-0.321	0.627	1.56	4109.0	0.157	1.0
theta_c_pr2[4,69]	0.471	0.00546	0.297	-0.145	0.475	1.03	2972.0	0.114	1.0
theta_c_pr2[4,70]	1.56	0.00658	0.557	0.439	1.55	2.63	7153.0	0.273	1.0
theta_c_pr2[4,71]	1.14	0.00665	0.48	0.158	1.14	2.06	5199.0	0.199	1.0
theta_c_pr2[4,72]	1.05	0.00494	0.349	0.381	1.04	1.76	4998.0	0.191	1.0
theta_c_pr2[4,73]	0.222	0.00519	0.252	-0.321	0.227	0.69	2363.0	0.0903	1.0
theta_c_pr2[4,74]	-0.00453	0.006	0.333	-0.704	-0.00519	0.612	3076.0	0.118	1.0
theta_c_pr2[4,75]	-0.691	0.00758	0.363	-1.41	-0.702	0.0158	2299.0	0.0879	1.0
theta_c_pr2[4,76]	0.208	0.00402	0.262	-0.331	0.204	0.714	4239.0	0.162	1.0
theta_c_pr2[4,77]	0.0263	0.00412	0.304	-0.584	0.0198	0.617	5427.0	0.207	1.0
theta_c_pr2[4,78]	0.564	0.00597	0.272	-0.00438	0.563	1.08	2077.0	0.0794	1.0
theta_c_pr2[4,79]	0.00413	0.0042	0.339	-0.619	-0.0342	0.741	6519.0	0.249	1.0
theta_c_pr2[4,80]	-0.419	0.0052	0.335	-1.04	-0.443	0.295	4142.0	0.158	1.0
theta_c_pr2[4,81]	-0.00594	0.00427	0.285	-0.576	-0.0204	0.566	4462.0	0.171	1.0
theta_c_pr2[4,82]	-0.0907	0.00538	0.485	-0.889	-0.171	0.955	8113.0	0.31	1.0
b1_mu[1]	16.9	0.038	1.84	13.3	16.8	20.5	2346.0	0.0897	1.0
b1_mu[2]	14.1	0.0459	1.67	10.9	13.9	17.4	1324.0	0.0506	1.01
a1_mu[1]	0.0763	0.000271	0.0121	0.0538	0.0756	0.1	1991.0	0.0761	1.0
a1_mu[2]	0.101	0.000402	0.0154	0.071	0.101	0.132	1476.0	0.0564	1.0
Omega[1,1]	1.0		4.36e-14	1.0	1.0	1.0			
Omega[1,2]	-0.000305	0.000941	0.142	-0.29	0.000173	0.27	22835.0	0.873	1.0
Omega[1,3]	0.201	0.0012	0.102	-0.0155	0.203	0.388	7240.0	0.277	1.0
Omega[1,4]	0.0407	0.00146	0.0982	-0.163	0.0421	0.221	4500.0	0.172	1.0
Omega[2,1]	-0.000305	0.000941	0.142	-0.29	0.000173	0.27	22835.0	0.873	1.0
Omega[2,2]	1.0		4.36e-14	1.0	1.0	1.0			
Omega[2,3]	-0.0137	0.00109	0.105	-0.227	-0.0133	0.184	9124.0	0.349	1.0
Omega[2,4]	-0.008	0.0014	0.0943	-0.199	-0.00913	0.173	4570.0	0.175	1.0
Omega[3,1]	0.201	0.0012	0.102	-0.0155	0.203	0.388	7240.0	0.277	1.0
Omega[3,2]	-0.0137	0.00109	0.105	-0.227	-0.0133	0.184	9124.0	0.349	1.0
Omega[3,3]	1.0		4.36e-14	1.0	1.0	1.0			
Omega[3,4]	-0.278	0.00321	0.112	-0.505	-0.28	-0.066	1213.0	0.0464	1.0
Omega[4,1]	0.0407	0.00146	0.0982	-0.163	0.0421	0.221	4500.0	0.172	1.0
Omega[4,2]	-0.008	0.0014	0.0943	-0.199	-0.00913	0.173	4570.0	0.175	1.0
Omega[4,3]	-0.278	0.00321	0.112	-0.505	-0.28	-0.066	1213.0	0.0464	1.0
Omega[4,4]	1.0		4.36e-14	1.0	1.0	1.0			
